ticker,name,year,month,day,text_file_name,future_2,future_3,future_4,future_5,future_6,future_7,future_8,future_9,future_10,future_11,future_12,future_13,future_14,future_15,future_16,future_17,future_18,future_19,future_20,future_21,future_22,future_23,future_24,future_25,future_26,future_27,future_28,future_29,future_30,past_2,past_3,past_4,past_5,past_6,past_7,past_8,past_9,past_10,past_11,past_12,past_13,past_14,past_15,past_16,past_17,past_18,past_19,past_20,past_21,past_22,past_23,past_24,past_25,past_26,past_27,past_28,past_29,past_30,cate,day_earnings
WM,Waste Management Inc.,2017,2,16,Waste Management Inc._20170216,-5.056530381815018,-5.010066900275842,-4.934948453103146,-5.032045387556691,-5.088805949305046,-5.140894203435625,-5.184860379577722,-5.200716708357254,-5.125974441335348,-5.173596601680491,-5.163930873750254,-5.19379364162516,-5.230846730162999,-5.193681448354403,-5.225423139783621,-5.242092256438086,-5.194045181530101,-5.120507133732121,-5.134251671051913,-5.118655686359028,-5.0861382684380585,-5.108117072944761,-5.126122108811768,-5.13582139700783,-5.129120802821238,-5.13065321168953,-5.14275963314061,-5.111243847351359,-5.127539607024172,-5.708897652838753,-5.9051885170776135,-6.047402498863328,-6.155095342986468,-6.161981560856831,-6.074281296527524,-5.739175037523816,-5.755402848499963,-5.735880467841562,-5.574952292150044,-5.577550889610197,-5.598989754048966,-5.610588708830223,-5.64354529476152,-5.675814010801799,-5.699933662259003,-5.639110594134362,-5.666139973447522,-5.686312028737143,-5.710485079546635,-5.670285531766049,-5.681721286276897,-5.67048346183587,-5.582334987596291,-5.566258440688952,-5.531234164661472,-5.506412711065367,-5.511674357153783,-5.5173196185012365,train,2017-02-16
aee,Ameren Corp,2017,2,16,Ameren Corp_20170216,-7.11792070886539,-5.634378331972925,-5.6050443912836085,-5.604185807581726,-5.215945552931162,-5.269574653941427,-5.3099240689266045,-5.356640283660383,-5.263558245953933,-5.289265448948137,-5.299541269880546,-5.056997207239892,-5.091457398037325,-5.121242417508326,-5.140887156385246,-5.14913985407932,-5.061987648665816,-5.022475647929418,-4.982396915410216,-4.96797942942302,-4.921086696386174,-4.921565334358205,-4.940033044332468,-4.960419602197842,-4.96944038779874,-4.901287732811712,-4.9107894078412295,-4.899015193203235,-4.9127881299169935,-5.9051918194167445,-5.518460548493583,-5.596017525767715,-5.666068968838255,-5.290118506815123,-5.364389395414998,-5.430522212879062,-5.474993449468999,-5.065832215032163,-4.82159664238325,-4.679077946575796,-4.712322185339013,-4.733204242704843,-4.764333348919667,-4.790020580824165,-4.819964199315666,-4.846825502142383,-4.8668030202885735,-4.8415429124103255,-4.860399480688924,-4.838754511320008,-4.8609415600443135,-4.87322831993853,-4.887853711040437,-4.907220051328818,-4.791658171187627,-4.793723351014672,-4.804943540012038,-4.821622254032817,train,2017-02-16
CPB,Campbell Soup,2017,2,17,Campbell Soup_20170217,-6.141151308037872,-5.508696829981041,-5.60857131671592,-5.558881409049053,-5.53645966092182,-5.613476260930739,-5.6326949810303,-5.4836529979582975,-5.435619224586141,-5.431818999440241,-5.346104336666715,-5.327897455289186,-5.359054427078437,-5.3780045623917285,-5.402236046634413,-5.375751736258002,-5.2927229577749575,-5.284258996874231,-5.294317920005293,-4.763377544507179,-4.785335190014034,-4.755069758267679,-4.775043884977335,-4.79475255405495,-4.8119899605413226,-4.830829314449838,-4.8337193843681066,-4.8486705698042405,-4.857753693470658,-4.563650598220988,-4.75654035801408,-4.820851489160962,-4.878125420617455,-4.820277134405863,-4.871622077169978,-4.8128137776094775,-4.7839111687341465,-4.829534310066573,-4.788709006848356,-4.822415618809711,-4.857586589699606,-4.8877058466938745,-4.92196732457171,-4.921674051610068,-4.948142923122459,-4.969905884950744,-4.983818685342036,-4.960148568076458,-4.983983429539755,-5.002900740228438,-5.010053654842314,-5.029762827041377,-4.850259628755452,-4.869699803116877,-4.886238896923727,-4.863491467949787,-4.873621493603973,-4.88754568301393,train,2017-02-17
PWR,Quanta Services Inc.,2017,2,21,Quanta Services Inc._20170221,-5.62021348875964,-4.113126516439818,-4.151468517910422,-4.133396106075283,-3.984233526975526,-3.996573694779436,-4.0110687650278125,-4.057911539566424,-4.1101984609289,-4.157580974154559,-4.147001685552146,-4.130000267392292,-4.147962933012604,-4.168470818585754,-4.178032602334421,-4.206994140185135,-4.233100692163527,-4.25927318120319,-4.181673262112982,-4.185170873680133,-4.204984817903027,-4.223853943553608,-4.244904956656118,-4.23926627652597,-4.252085930678379,-4.256695905328982,-4.274799124832332,-4.270624636079789,-4.287289091468363,-4.518527317688781,-4.713583449427132,-4.77173663901758,-4.85582542142301,-4.9466981815081335,-4.664762442526092,-4.63678720670795,-4.65283271518725,-4.7053988135469815,-4.434192070180086,-4.453696624060368,-4.471772639614168,-4.393548755710967,-4.4233997665946445,-4.367459192849976,-4.3952504529989165,-4.418200039142738,-3.879930575370144,-3.90555236293739,-3.929773767496091,-3.952869907434585,-3.975094453800737,-3.959490238905012,-3.972870924411072,-3.9839791760157257,-4.002733463392226,-4.017337266520056,-4.006192296080774,-4.0230236368666885,train,2017-02-21
GPC,Genuine Parts,2017,2,21,Genuine Parts_20170221,-5.671202626820438,-4.343139070729758,-4.47493688008296,-4.585550037977472,-4.557212753379667,-4.61559388253699,-4.6267652399054535,-4.684009824546328,-4.731393717438253,-4.7465231950991935,-4.788856134619375,-4.807437299632936,-4.761617950619328,-4.795432761489801,-4.827308009192342,-4.845216728698708,-4.843726546938544,-4.860915695970652,-4.850280859262064,-4.869336054272042,-4.891726240611017,-4.904856910471013,-4.925758018970557,-4.934874980296762,-4.9511077993956505,-4.968720391818727,-4.984521541202706,-4.864866806147667,-4.88152388644813,-4.448126162180673,-4.646909960862868,-4.748227832410168,-4.858766142975823,-4.949241663199005,-4.996229347134632,-4.720095424131245,-4.743999802550518,-4.7899221399900656,-4.835517023287028,-4.878529009733437,-4.87215223860909,-4.888970820534607,-4.921933980697051,-4.921540049353582,-4.907886045190601,-4.908924291259401,-4.924845165784868,-4.528783683778366,-4.546271904026284,-4.568153572961212,-4.5348837751871605,-4.532100481251776,-4.549813608979367,-4.564856893986048,-4.583627876212509,-4.579749255137154,-4.595941214508871,-4.605142810305847,train,2017-02-21
ECL,Ecolab Inc.,2017,2,21,Ecolab Inc._20170221,-6.045638897786303,-4.336388209375651,-4.299849357991661,-4.41044465141592,-4.383663466792391,-4.4269380782333565,-4.493703745024376,-4.549113759022589,-4.595733753263604,-4.640890680213702,-4.6635541821302215,-4.694069576525807,-4.724319227467431,-4.724233134475023,-4.686046971893856,-4.714763727352542,-4.737452335985383,-4.7613059181384685,-4.765082700407039,-4.789476205918248,-4.812556890191535,-4.831748553140883,-4.851485777034855,-4.860467167531239,-4.8796618576053605,-4.893135951168314,-4.911231616842621,-4.9242057934550765,-4.925269230190569,-5.7434252274074975,-5.865113252974713,-5.645694193967615,-5.757090900795674,-5.8469874161011175,-5.879859635508881,-5.857750349242827,-5.91235577517979,-5.3893074573751845,-5.429450236560212,-5.363425658525771,-5.385397937450597,-5.178024785528292,-5.212479255884568,-5.242836598401674,-5.097898423745619,-5.098756631593192,-4.933690197391685,-4.942239976686606,-4.949518310639887,-4.9660274458553655,-4.98733351730692,-5.008178149962982,-5.025880216169073,-5.0451049306979865,-5.062023751974008,-5.036449984721141,-5.052024921819293,-5.068424398260906,train,2017-02-21
HSIC,Henry Schein,2017,2,21,Henry Schein_20170221,-6.891990020907366,-5.122736684290481,-5.263338574015472,-5.002032323344187,-5.061347445318448,-5.10084154655654,-5.130505665098633,-5.176404649865531,-5.220984110595904,-5.2686150683343165,-5.3090540039490905,-5.253495420646512,-5.289996119466292,-5.288714778716524,-5.22569218202084,-5.181541303060463,-5.209094877291912,-5.234184497020267,-5.251534273781108,-5.23760907494116,-5.257775128948392,-5.279449812981219,-5.300537082332451,-5.320676381689516,-5.339852806684803,-5.3587129660005965,-5.360299334952511,-5.3602410680848935,-5.376943676254327,-5.402184596423585,-5.318423288922552,-5.284525685010936,-5.329393746678268,-5.401601101830085,-5.417618107743036,-5.376800258612144,-5.364508028975521,-5.379200230724419,-5.363526565330717,-5.367003165766054,-5.376638893196242,-5.359759057837999,-5.197726023963567,-5.2294007295658345,-5.164917935444828,-4.960948080779982,-4.967482333353144,-4.9002269772954135,-4.892796458180479,-4.8290100321851455,-4.847408322451313,-4.862718596177997,-4.851485573847018,-4.857042928233435,-4.869568310582375,-4.884971027756461,-4.8966178240878335,-4.913508380927847,train,2017-02-21
HD,Home Depot,2017,2,21,Home Depot_20170221,-5.9325406856044784,-5.29204116212767,-5.257034708948711,-5.332684467734227,-5.055292446996321,-5.05831626507816,-5.102912318911735,-5.093021592362148,-5.132875106495052,-5.150697363768483,-5.176644086110153,-5.216644442036887,-5.246156986377586,-5.266499010922889,-5.280589373233704,-5.296170122221836,-5.30741889167362,-5.156701575021173,-5.1200102938408,-5.132511701623806,-5.1491091981686585,-5.165145575842841,-5.15801350153956,-5.177157198727434,-5.194494074740019,-5.21219753248926,-5.228946084069026,-5.243839769205637,-5.257034410958816,-4.900410258392038,-5.076781827187996,-5.091278305021119,-5.130554128613612,-5.1895051968713775,-5.2646611953181255,-5.299337965223637,-5.314426375530578,-5.006316303007175,-5.038638859745871,-5.028946039333589,-5.0522704297377015,-5.017207643821691,-5.050398133640209,-5.075048835865776,-5.08622459239252,-5.084648723525284,-5.10881452861033,-4.978540043977591,-5.002290870852411,-4.9921705763960285,-5.014247946024094,-5.026625276508521,-5.043825607801912,-5.041598389857144,-5.049606594044755,-5.01365002061107,-5.026225036854387,-5.033018062358554,train,2017-02-21
DISH,Dish Network,2017,2,22,Dish Network_20170222,-4.708939184761025,-4.908101641839329,-4.88816104582064,-4.9962098862591136,-4.710269491361785,-4.704003971979126,-4.761034437009554,-4.075340324111287,-4.126342082799112,-4.156345773851012,-4.105612864411826,-4.145545105781707,-4.173248735599271,-4.1919072066095415,-4.224157946290436,-4.242981273529724,-4.245881298170477,-4.226113262786603,-4.250552489071152,-4.272851248061902,-4.2956056988633335,-4.316699783087621,-4.3210370122049095,-4.341395720393158,-4.360070053720178,-4.377112630586836,-4.389244596932478,-4.4027187882548375,-4.408066942459735,-6.259741552390918,-6.087140477707165,-4.960185380708472,-5.0472106601183935,-4.961124483394375,-5.023375557841449,-5.08959552444945,-5.1328551121997466,-4.974021638350785,-4.801340347420807,-4.809659917459494,-4.84960483360578,-4.508142290476918,-4.528568093122948,-4.5586612664243,-4.508657873341423,-3.9252277376595255,-3.951220181647476,-3.9613584911391055,-3.9584498450298953,-3.937486949223367,-3.9586310070560793,-3.9684382687044257,-3.9885298272688328,-4.008113681113259,-4.025099541598983,-4.0431189826549385,-4.060624592604485,-4.0767842354100186,train,2017-02-22
HPQ,HP Inc.,2017,2,22,HP Inc._20170222,-3.1751098289692683,-3.216730815299106,-3.2203363631038373,-3.33092763514614,-3.3496561052477447,-3.4208949066665864,-3.4858593516003338,-3.537117397431407,-3.5880138851399552,-3.6338503119712127,-3.6754767054235633,-3.715422371218789,-3.748699580697172,-3.783181130279817,-3.815288916441965,-3.838076849526353,-3.8648941526777136,-3.8455956911286737,-3.8711835381334407,-3.8942948760052,-3.9172680695862927,-3.9380751225468047,-3.959347664026296,-3.979217220387432,-3.97817393326317,-3.99252919879574,-3.989496885531296,-4.006235464073146,-4.021819795529663,-5.360102879060264,-5.082603660372364,-5.0482196566562525,-5.159745010561132,-4.724335785970187,-4.800866064066828,-4.853543547763267,-4.912381221452187,-4.931040859358043,-4.945829854227798,-4.988387198048051,-4.955369889663031,-4.929357192215846,-4.91301157599709,-4.940451892678167,-4.9579958936179125,-4.612185491024504,-4.638074129053635,-4.4587820616379386,-4.469313598587214,-4.463501588398228,-4.448309793814618,-4.466556520531009,-4.444272191244028,-4.460478106415409,-4.4548814909888055,-4.447416828532679,-4.464024400950888,-4.40989501600792,train,2017-02-22
NCLH,Norwegian Cruise Line,2017,2,22,Norwegian Cruise Line_20170222,-5.883985618607489,-4.220156866789173,-4.354076821478939,-4.392568281890194,-4.483337787327648,-4.448236713031371,-4.511521126757487,-4.568048016591669,-4.599467571241291,-4.5842495206241525,-4.40284202154347,-4.436217061896115,-4.462273757722173,-4.473693349559053,-4.5058697823186185,-4.53507949406183,-4.560232952571026,-4.4910903187952185,-4.4356383591718815,-4.458156751909724,-4.4579800532188685,-4.458649548937816,-4.474464559346972,-4.484210374241205,-4.494210873622039,-4.499269460361119,-4.503074004214506,-4.512540112579933,-4.529127689183419,-5.3565343679100685,-4.982815438570746,-5.123011678025196,-5.183944150424906,-5.275090484167328,-5.239319361510747,-5.275791332071951,-5.322030621414593,-5.360553963441037,-5.338196066559632,-5.380562427683729,-5.27415860465091,-4.87099296202542,-4.665927392163058,-4.56859780555991,-4.59133412647701,-4.4528406313482,-4.359432189794547,-4.344281575546043,-4.364128742884451,-4.386530508104461,-4.406863318808751,-4.382981916558351,-4.395535956820246,-4.3981522370853074,-4.401991057528879,-4.409080501483137,-4.396446743260697,-4.413390941376101,train,2017-02-22
GRMN,Garmin Ltd.,2017,2,22,Garmin Ltd._20170222,-3.7350589295886376,-3.936393283506834,-4.050700607622733,-3.978683212992821,-4.0633360692286224,-4.137276469416302,-4.17200413163482,-4.230788706911617,-4.234497570208831,-4.273724655400685,-4.291616332252386,-4.331601515447094,-4.361762245576802,-4.366443968811291,-4.375959722553775,-4.405902447190206,-4.425767836201068,-4.380857723037708,-4.4039674003981455,-4.419491802538529,-4.438008592189544,-4.4573130438277575,-4.470980877319632,-4.491228404640512,-4.507714983223946,-4.525854585716663,-4.509564817724057,-4.5260641492032985,-4.542860279324078,-6.133664190951816,-5.535736586925993,-4.9804864928980805,-5.0756621391703085,-4.964909027730338,-4.8906972516178815,-4.953447849605993,-4.745339782981247,-4.642395180777669,-4.659630622105871,-4.703079962209941,-4.383029683323317,-4.408927319864751,-4.384622198806832,-4.18810955794704,-4.216797206344561,-4.216710898253587,-4.2244033183946,-4.216943754298324,-4.239534389821157,-4.2619040167588365,-4.280364618849894,-4.297431963582682,-4.296584497234884,-4.315977643746655,-4.3348141179649415,-4.35024313804692,-4.364951502660364,-4.33796907065662,train,2017-02-22
JWN,Nordstrom,2017,2,23,Nordstrom_20170223,-4.407465511072807,-3.433632731075124,-3.370787099020116,-3.472009966877045,-3.5278893595572502,-3.5395525799239014,-3.5052059452825395,-3.5305634333079507,-3.5703497536848587,-3.614556008834824,-3.6327473873099168,-3.671989678847488,-3.700970183167031,-3.735202890581829,-3.761824550904469,-3.7416112255522367,-3.756144232048333,-3.781652688796087,-3.805209975399656,-3.824581354296906,-3.8389082022068233,-3.827209528728852,-3.736378019344108,-3.7538901673667016,-3.77349862761202,-3.791581016207111,-3.704756085694077,-3.718550291021065,-3.7117926515349535,-4.874623359703589,-3.9679075242755775,-3.5938687686478565,-3.6608017142067566,-3.6819894652027454,-3.722952850382853,-3.770646929705429,-3.776195570363914,-3.703849914190141,-3.7461364290145807,-3.73188784824918,-3.769528370990217,-3.799190331808529,-3.824588480832675,-3.850369940466324,-3.860572034447295,-3.809158830880714,-3.821208302558016,-3.846853033898765,-3.863234846446397,-3.8844075132198888,-3.834293989458292,-3.807165868632108,-3.827261213340859,-3.846513688099918,-3.8499470005491903,-3.867902433148995,-3.8735944762269687,-3.883262065367033,train,2017-02-23
IRM,Iron Mountain Incorporated,2017,2,23,Iron Mountain Incorporated_20170223,-5.861780551549418,-5.785991202735947,-5.362182652394576,-5.473707585766329,-5.528532265178787,-5.538758025828358,-5.479927030240389,-4.739722750914432,-4.702201405774773,-4.675736610771326,-4.605305640575658,-4.639205564665364,-4.533722530185719,-4.557925961780594,-4.510310638387209,-4.538090720687444,-4.555569790264839,-4.522571871700034,-4.546266165934182,-4.558367779375977,-4.5806180489409085,-4.544783887575327,-4.548911455938747,-4.569123749630869,-4.574682700156061,-4.580051858421415,-4.593100859521362,-4.608745412877644,-4.6035529967271165,-4.193415255442171,-4.384149519936536,-4.475311227240887,-4.556163443162737,-4.489161020300004,-4.529309698567544,-4.538890312796749,-4.581554666113644,-4.6333319145563845,-4.680979876684396,-4.724015627350083,-4.721928614980368,-4.7514538399267074,-4.7826531747720455,-4.8127530591291965,-4.771628883317297,-4.799552627491156,-4.6564301692056125,-4.680049738096948,-4.6905022242647565,-4.705821093303213,-4.638165059994428,-4.640654384736157,-4.660925527798657,-4.6463749388848585,-4.633606738358728,-4.627808325706062,-4.635637376797614,-4.651378602819361,train,2017-02-23
KSS,Kohl's Corp.,2017,2,23,Kohl's Corp._20170223,-4.127873058218428,-3.4478363765498625,-3.4957545667082512,-3.606102850427186,-3.63116052884742,-3.5901536330693324,-3.6541005375877806,-3.6532959734876274,-3.6804470597399312,-3.704860105073504,-3.729798485425828,-3.7695854077870647,-3.8062072014840407,-3.8136783970252015,-3.84593484974708,-3.745864202396462,-3.752036917422001,-3.7773579350002526,-3.802695379611112,-3.827063739513688,-3.847714270893405,-3.836893602850436,-3.767379388861869,-3.786494464916149,-3.797020983314188,-3.806216481907709,-3.778670046142603,-3.7959942782062415,-3.713440773772069,-6.0908324487432255,-5.061359602171986,-4.18400318217113,-4.245059570676858,-3.9854342178141566,-3.995707836146661,-4.062380825646267,-3.961664905536949,-3.827921183371924,-3.8686160805668632,-3.834603948623159,-3.871877168251025,-3.9075150973399753,-3.9281609492227263,-3.9604196374160106,-3.973195205979805,-3.9124992617157552,-3.9393250552943337,-3.964407109102301,-3.9886099122633567,-4.0016637772988775,-4.021624527276414,-4.002159649110419,-4.02116586678909,-4.029321563513394,-4.037373646226309,-4.049916940040844,-4.062947243986046,-4.078207344911667,train,2017-02-23
HRL,Hormel Foods Corp.,2017,2,23,Hormel Foods Corp._20170223,-4.735094007670528,-4.243494573999505,-4.386905617444157,-4.49609880761384,-4.568933937450228,-4.572818376772768,-4.633763515388458,-4.682292941734121,-4.73450358950759,-4.633788932584532,-4.6728374449503445,-4.696829884551222,-4.556320151519996,-4.5438915077877535,-4.575549385866858,-4.6052673902845465,-4.589441189634019,-4.602964597097295,-4.627878016879409,-4.646097335360553,-4.646604929872541,-4.657359179694783,-4.663584421525416,-4.6624456227367785,-4.644356907675314,-4.661675374577839,-4.678410099796878,-4.6942628878879455,-4.710739610416507,-4.7616282762417645,-4.964357858151245,-4.646770832372868,-4.638047927307811,-4.637604919849644,-4.708041765394959,-4.756012802448997,-4.73495249190337,-4.778197012916772,-4.789153572832651,-4.7638966311266655,-4.801695346263781,-4.813504947937278,-4.64784882542605,-4.679755568657704,-4.7081736355560535,-4.733608827734552,-4.716672894044467,-4.741417314177237,-4.74318916838036,-4.762401622801243,-4.784614802654544,-4.805856462868824,-4.814664940768627,-4.709525623761913,-4.727689283937831,-4.712235591602222,-4.729029484334434,-4.659460817263304,train,2017-02-23
APA,Apache Corporation,2017,2,23,Apache Corporation_20170223,-4.761642282378714,-4.888680379730649,-4.871727486003142,-4.57233421417521,-4.624026422522314,-4.685040694119567,-4.6036562113505015,-4.276023732650242,-4.112606604880046,-4.158176895010404,-4.199810803296898,-4.2294748671629145,-4.211761485442113,-4.2451491393982765,-4.273525140798028,-4.301822542865887,-4.31505827812934,-4.333740112565944,-4.353263693024016,-4.372986656573763,-4.387399021572687,-4.276212292083359,-4.151510803606314,-4.138237061171773,-4.145448561498848,-4.161871417407043,-4.156984723749065,-4.173879875646767,-4.148379275294507,-4.356305092418267,-4.495940574106932,-4.6229865966733685,-4.712682832738981,-4.338037025485553,-4.410957455521778,-4.398076433161847,-4.450436928311602,-4.501370560481534,-4.5077269603170524,-4.373148669880571,-4.354188217555434,-4.243324922645914,-4.14578907371114,-4.176620327489244,-4.111906234484728,-4.140463886486213,-4.104992766445306,-4.1142525447757485,-4.132679834658972,-4.1430899079885135,-4.165158407061619,-4.1836672350060775,-4.20046718881116,-4.210953499062905,-4.229727852626255,-4.2438861592383095,-4.230885227633822,-4.235487910563541,train,2017-02-23
GPS,Gap Inc.,2017,2,23,Gap Inc._20170223,-5.277350731295979,-3.936889845608308,-3.828365788899714,-3.788567119079892,-3.771410045786319,-3.809433135308936,-3.860099791320592,-3.918919592120228,-3.967749985175924,-4.012290606983907,-3.943995608761065,-3.977307752279695,-4.008100961954487,-4.0418898725897305,-4.069133292617181,-4.030775552674696,-4.0023986692877385,-4.015235957853235,-4.030263408179248,-4.054658427102956,-4.077702697213644,-4.062492795177321,-3.9834775346841846,-3.995125738315173,-4.011547834180686,-4.017498662169023,-4.009593090873765,-4.01986231431524,-3.9164659941172273,-4.224084150772246,-4.370020000304942,-4.179024431814497,-4.287143938867097,-4.245727453462759,-3.9666175887039774,-4.004223211839105,-3.9782760085508833,-3.988288091161067,-3.987470634229877,-4.025162798311143,-4.065039832828981,-4.09947711272162,-4.041581139640367,-4.073688674818897,-4.097676328171604,-3.85454153291918,-3.8544065499243128,-3.8785171793389295,-3.888770062775889,-3.889591025606769,-3.9039265624878654,-3.923263471627239,-3.939375746033319,-3.940338555492416,-3.9463926584456632,-3.958666694334101,-3.970834740892442,-3.987693892608593,train,2017-02-23
INTU,Intuit Inc.,2017,2,23,Intuit Inc._20170223,-3.25143679705578,-3.388605600962855,-3.487388869962865,-3.5978972322616154,-3.688328489643851,-3.75212178923838,-3.8025677559639615,-3.8601459331535466,-3.898555339875169,-3.9457366118443855,-3.9880703918381126,-4.020662602434951,-4.057692020694395,-4.08937951066221,-4.118190070767748,-4.144557887030047,-4.128840523162198,-4.155865512267034,-4.1721575317680575,-4.196123418120679,-4.208794118700489,-4.23010472710898,-4.251382695028272,-4.239875818930177,-4.257341388388746,-4.275389823982882,-4.293572389086819,-4.308018720734778,-4.304990629680597,-6.278070286255147,-5.617009457330664,-5.727808110605411,-5.8393083983010206,-5.862483709270028,-5.696506460768185,-5.384710929365209,-5.313234144414086,-5.174330723177829,-5.185818050503814,-5.1939100599876085,-5.215996310307269,-5.25304896067134,-5.208465060798927,-5.240729287988144,-5.270009278713832,-5.298118783647864,-5.165265898927278,-5.107982612889937,-5.02183987044038,-5.044617819876903,-5.026128170292776,-5.047405341161182,-5.060520650825421,-5.036369746821178,-5.055208776155205,-5.062948271425523,-5.079673115104168,-5.088264230963105,train,2017-02-23
FL,Foot Locker Inc,2017,2,24,Foot Locker Inc_20170224,-4.721423977208497,-4.924072155752746,-5.037109603262196,-5.077694165114852,-4.953724800568303,-4.975986543129087,-4.710354066325662,-4.6526763395145885,-4.694515019275738,-4.620791814874205,-4.66128040439534,-4.6943770137499365,-4.7105641521175325,-4.7424864524930594,-4.59471553402143,-4.61354050293691,-4.6274711288097565,-4.653403947960216,-4.677693336635953,-4.696574341265218,-4.709940008847068,-4.514807847776153,-4.536036095922023,-4.5462609177684765,-4.559554060680584,-4.4806947869608535,-4.464317843999423,-4.445190038951316,-4.4620655174826656,-4.140541383137894,-4.1098840031944,-4.116440376814516,-4.200984456328152,-4.291607406145332,-4.345956244399491,-4.392838445448079,-4.446910407857106,-4.2803854493299625,-4.232245209194272,-4.268418575648733,-4.282198649722857,-4.315088600497143,-4.310116549357657,-4.340008086962666,-4.356475229757884,-4.384395852686882,-4.361600357500279,-4.38723817557064,-4.407311029315673,-4.430373251020336,-4.448790319544176,-4.458165340636231,-4.458840922172982,-4.474775000580074,-4.476524914344019,-4.492691269421037,-4.5101934179200205,-4.525602496604151,train,2017-02-24
PNW,Pinnacle West Capital,2017,2,24,Pinnacle West Capital_20170224,-4.851445713613974,-5.042632992743677,-5.050137951899899,-4.988413150945117,-5.04081082426441,-5.015224837003363,-4.66754054718817,-4.726419832971018,-4.720350756603652,-4.767793559288259,-4.8086524825673465,-4.6503746138176725,-4.610148920355923,-4.627393487336723,-4.6285714124273865,-4.608044449520454,-4.6354934348608605,-4.660946793003785,-4.679863305911108,-4.7036969257921495,-4.726741515946591,-4.723890892642497,-4.74094070686491,-4.761337671132533,-4.780859507123394,-4.798921549637958,-4.815742096770917,-4.828392019105612,-4.84139570213636,-5.258065083665191,-5.1141521276243225,-5.157410332730511,-5.26662116164383,-5.2071777867782965,-4.985705304030512,-5.043596068536508,-5.081441057251398,-5.039875988484205,-5.051247553415249,-5.090344447587229,-5.104450384391162,-5.141073413681683,-5.054219104955521,-4.931899740624401,-4.8714202777235736,-4.899328065875165,-4.910280445906089,-4.924955531814731,-4.93084072835729,-4.953802706384378,-4.976028452601161,-4.994106288327734,-4.945958300757382,-4.961932247362267,-4.9571223394233765,-4.966496538166458,-4.976842232600911,-4.980846935804335,train,2017-02-24
AMT,American Tower Corp A,2017,2,27,American Tower Corp A_20170227,-4.553077259485304,-4.7001316306143,-4.829246992548834,-4.716929305790195,-4.801448199475502,-4.689174749694462,-4.752886663224518,-4.789917969755212,-4.819491056351251,-4.861143107081137,-4.833629780277511,-4.867865371717408,-4.877860396111992,-4.910170116623696,-4.928322208287341,-4.888595185438156,-4.9132031223631465,-4.940160282802517,-4.9612906706040665,-4.985648065116419,-5.0058814006277474,-5.020072957212099,-5.0386686708400985,-5.041425134171086,-5.0443383385225,-5.058423363768604,-5.045475265207315,-5.062376659500451,-5.06703698614066,-6.1014775832803965,-5.302144128218607,-4.512938775816067,-4.582936192038033,-4.662189236278588,-4.713459047688371,-4.6273327099076536,-4.591445283174551,-4.594519817572556,-4.617027616991291,-4.660291743443628,-4.666887959551113,-4.539666646387583,-4.564169282386625,-4.594540648790415,-4.6078421288290565,-4.636373428377102,-4.6185121430852565,-4.623477943965184,-4.6478417087721935,-4.64593394111126,-4.660983264104236,-4.681058865094733,-4.6940056817295535,-4.665686394445422,-4.683577882867894,-4.66264143421298,-4.6598248167864895,-4.676670148500947,train,2017-02-27
ROST,Ross Stores,2017,2,28,Ross Stores_20170228,-3.885516355350264,-4.076458378338648,-4.159808452948097,-4.265924533345442,-4.346879512415186,-4.419567159795035,-4.457431480961894,-4.5138108691741685,-4.544935460787461,-4.5806310457320825,-4.622065199758677,-4.6462488951860905,-4.584648995323232,-4.5972450221538805,-4.591101298364787,-4.608063175676539,-4.620804760126381,-4.621649068600436,-4.627013227542098,-4.6415362216198375,-4.641181492432511,-4.640835986115612,-4.64479704776868,-4.575150381415575,-4.555957509369986,-4.522600807717295,-4.5394722435736,-4.544023122755652,-4.549252079299905,-4.698073153537083,-4.099838531891623,-4.2404357178081264,-4.349107844584433,-4.437351966277787,-4.447865825682967,-4.51141810825456,-4.5368003630196485,-4.524657387437819,-4.545022099039597,-4.575254713093108,-4.511073851687054,-4.545591113441001,-4.577876190214062,-4.609321957440215,-4.6254962740483645,-4.6424324241524415,-4.649557649511215,-4.6740302762979695,-4.686840582582148,-4.691174949832992,-4.708291089300259,-4.685828565828659,-4.649169390136984,-4.668421574774795,-4.636720395815543,-4.6509813599535565,-4.667962681016863,-4.681994457435533,train,2017-02-28
